Password;Length;Has_Uppercase;Has_Special;Security_Score
qq84X@e,EINGX;13;1;1;5
ZjtIY2Ux;8;1;0;3
4j2e3zu;7;0;0;1
GAJjLfvWaam;11;1;0;3
db4s5rd;7;0;0;1
e87DWLBn;8;1;0;3
]|jYRIrzI%:x=~h;15;1;1;5
e1td8z;6;0;0;1
xhRjDOcmZOF;11;1;0;3
e4hke;5;0;0;1
"%(;+G<`akay4";12;1;1;5
wzc4v8TcnW;10;1;0;3
xkn8cV3aSGz;11;1;0;3
473q;4;0;0;1
ADfLEgXC3I;10;1;0;3
wijTj0sF7;9;1;0;3
iSmexogi;8;1;0;3
Z5if3fHRk;9;1;0;3
9u61;4;0;0;1
CzRkitKT;8;1;0;3
Q3woqiuPsz;10;1;0;3
gI79igbFfXv;11;1;0;3
pV3uj7kS0nQ;11;1;0;3
C9mRDS3CN^@iG;13;1;1;5
mWRhUTss;8;1;0;3
|:7d$eE`7'Q}ms[;15;1;1;5
7w061;5;0;0;1
pt~H}!~n1I!e;12;1;1;5
acjv03;6;0;0;1
JvU7QPBh;8;1;0;3
SArvkOIQs75;11;1;0;3
34y6n;5;0;0;1
hRaSymHAHcI;11;1;0;3
6k955y;6;0;0;1
0;16;1;1;5
SnZLIcnfd;9;1;0;3
YvvBsNW7;8;1;0;3
zIrEM3GmyRR;11;1;0;3
mh2n7vj;7;0;0;1
@pUGO~gj?RJNo;13;1;1;5
z8ah5gy;7;0;0;1
OhOjjqJf;8;1;0;3
13aSPqH}=LS}-;13;1;1;5
jsr6f;5;0;0;1
TdTsG8Mb;8;1;0;3
q1AdnArb;8;1;0;3
zw8TzTcNn;9;1;0;3
c9hz;4;0;0;1
ydCmnlbpON0;11;1;0;3
gyV6XHnx;8;1;0;3
ikbmk;5;0;0;1
91yr;4;0;0;1
"^;+v_L7}x|i$2lL";15;1;1;5
RsNZRzYQd;9;1;0;3
Mpe~Q7Ul0d~F2*\';16;1;1;5
m0g00n;6;0;0;1
BtJsB'o?5d:X0;13;1;1;5
tvH8w4pl;8;1;0;3
*diGz8o*/&l$[`MCs;17;1;1;5
$wD==&4GZva&`uK1;16;1;1;5
nqwfDVBaZ;9;1;0;3
MQVV$!*-N0x.b<;14;1;1;5
65ak3tjr;8;0;0;2
ordtg;5;0;0;1
WK&hmq<A:6~7{r;14;1;1;5
V2IrLuED;8;1;0;3
ifom;4;0;0;1
]F*2[[tX&?tFtJ.PB;17;1;1;5
afvt;4;0;0;1
"w>GAsb2(""ldf";12;1;1;5
qm58e1;6;0;0;1
0bvu;4;0;0;1
h6vdh;5;0;0;1
D8kDsLUJ;8;1;0;3
za0s;4;0;0;1
1t3s7KytHna;11;1;0;3
XI.!t#@|TLrRLg3+;16;1;1;5
Q\.[v9G'E[l7;12;1;1;5
ejkz7e;6;0;0;1
r%IHFA'G5`WR*VUy~;17;1;1;5
"2bG&DBFg;vs,]";13;1;1;5
K17ESidbl;9;1;0;3
-3VP<+dA88tY;12;1;1;5
n9i9uv;6;0;0;1
Sp3@_`xbba(v^;13;1;1;5
8sjxwc2;7;0;0;1
ELKmh&?,+0E\;12;1;1;5
nmuCdppu;8;1;0;3
2L#@0Q|ng^pPGd((y;17;1;1;5
yz3ogj;6;0;0;1
&~?*X]YmL&R83t;14;1;1;5
u6fo;4;0;0;1
bvot;4;0;0;1
^~^B3n[&,e#>O/S;15;1;1;5
tS$H4f!8H/9,uI;14;1;1;5
IYBDMY6V;8;1;0;3
t33d41i;7;0;0;1
yIuJet<.l0!);12;1;1;5
z:m<~?Ir)<J7u>`];16;1;1;5
NyGUTrGrJwV;11;1;0;3
z4e7ud;6;0;0;1
da4jg1;6;0;0;1
BI8HyYT9;8;1;0;3
wuSM0jduA;9;1;0;3
vhzkr;5;0;0;1
%]7DrBU21S#Oi>;14;1;1;5
#]z6ln'22of-Z4ov9;17;1;1;5
kiK4BF8li;9;1;0;3
yY.>!r(vi-lOU#*;15;1;1;5
EnpLDo6gQ;9;1;0;3
J59GmY2Op;9;1;0;3
XUqKqc1qt;9;1;0;3
bh4ni;5;0;0;1
1Lsgi40EZ;9;1;0;3
N0leUi:LZShbc09w;16;1;1;5
04dTCpVQdQG;11;1;0;3
TI1FLsV1zPp;11;1;0;3
3KT_WLm=*-B*nF^];16;1;1;5
'Ty*+C@3w,&w;12;1;1;5
0;13;1;1;5
O9dQbDhfaK;10;1;0;3
L3Sp]sS'DjS_AWV;15;1;1;5
"Vig!k"",q_tOFW=";14;1;1;5
dz1crSxec;9;1;0;3
^URt[z2!xUXbMqf*/N;18;1;1;5
kgKH<.O~13O?-MKO;16;1;1;5
qhIXteLw;8;1;0;3
CJPGZhemW;9;1;0;3
BzOQt2bsu;9;1;0;3
YMY`BqxNfb3v9;13;1;1;5
lSQYMuuPJ9;10;1;0;3
uVRSYg7rM;9;1;0;3
n5boe;5;0;0;1
"YJ/~VZjuyeO;$[";14;1;1;5
";P)Pgm,*LIKG";12;1;1;5
"mnct""kXJ8<H_\j";14;1;1;5
gdTYWcq|TCf!sa.;15;1;1;5
ZCJD07EU;8;1;0;3
"SPqk[=!higHO-Dh;K)";18;1;1;5
1jhv3d3;7;0;0;1
j5qcu;5;0;0;1
"aO(amjC`h;JBT&ygU@";18;1;1;5
anZCB1HG;8;1;0;3
"]w!pc;cXvXaC";12;1;1;5
6j*JBg*gBh(LI;13;1;1;5
rnFKDzkpH;9;1;0;3
a04lEdb.?KSF;12;1;1;5
t40CImZC;8;1;0;3
bbv1;4;0;0;1
zffpt0r;7;0;0;1
QwdOFc6c6p;10;1;0;3
t>s0pl&TLtR|l;13;1;1;5
"Wm&*`U}]lQNs~ai""";16;1;1;5
votu;4;0;0;1
"Pa8~^cT4^""@J";12;1;1;5
LUZrlc24;8;1;0;3
fisv;4;0;0;1
+B1QXF>tY77ag;13;1;1;5
#s{nK.Z!v^W&k;13;1;1;5
XrnhAL7c9;9;1;0;3
B~?|Euwcj*:qaHN-I;17;1;1;5
"e`D""[k=gbKe]*`1%";16;1;1;5
sujx6;5;0;0;1
041lLtSBm;9;1;0;3
SwcK9msKeW;10;1;0;3
nGCHZB6vDp1;11;1;0;3
CZPyjqYBoN;10;1;0;3
bo3n;4;0;0;1
ru1dRHS9q;9;1;0;3
fiql;4;0;0;1
ee2kqd;6;0;0;1
GFqR9kdD48h;11;1;0;3
3klsk;5;0;0;1
sFTMlZGV;8;1;0;3
0xlvug;6;0;0;1
"CLkmd{aC1ebfuYK""";16;1;1;5
66ykpf;6;0;0;1
hEJXY2E5jGy;11;1;0;3
lj4qp;5;0;0;1
o9mnxrf;7;0;0;1
1hw323o;7;0;0;1
x44lb;5;0;0;1
9n4g;4;0;0;1
rqCEDig8TE;10;1;0;3
CeF6Llp[C+S_/}z'(;17;1;1;5
GX5jjQYY;8;1;0;3
8cj4n;5;0;0;1
5qk62ti;7;0;0;1
ahH^Tb,`RD>TAa`1D;17;1;1;5
oq2hl1hNSh;10;1;0;3
ghzIFSDpx;9;1;0;3
FR3JY%?O]FN/;12;1;1;5
NOFmjd2Az;9;1;0;3
5cko;4;0;0;1
UloOCi8tf;9;1;0;3
hsnwvw5;7;0;0;1
ksog;4;0;0;1
arfURcL6;8;1;0;3
o9UVnulD;8;1;0;3
VX8NnmKz2L;10;1;0;3
1mY9VdL7;8;1;0;3
4zPJoyiwbe;10;1;0;3
"f""3S|5Y>xyF,|hX|X";17;1;1;5
"LlR[AZ&ma/6QIg;t:]";18;1;1;5
OWugfq7g8Qd;11;1;0;3
'o_`SOCr?^w,P^^aI6;18;1;1;5
VZc2cWkE;8;1;0;3
8er3;4;0;0;1
h6fhxxd;7;0;0;1
A7nVzn`lD7r|;12;1;1;5
Q1l2lCrhv;9;1;0;3
qP|NlFh\%-WUJaqr3;17;1;1;5
MC8yAh6Ndh;10;1;0;3
ImSJQKXj;8;1;0;3
iqTgAfcoX8Y;11;1;0;3
m11x;4;0;0;1
QxEpnR\nz%L{T;13;1;1;5
orlibdc;7;0;0;1
zx7cvh;6;0;0;1
le2s6;5;0;0;1
1oae5;5;0;0;1
"1xy{-sp/^>ug;";13;0;1;4
YrjbveQTg;9;1;0;3
x45acc;6;0;0;1
14N29lthV;9;1;0;3
Fam4FWTmY;9;1;0;3
"~h:H""|pc4XjX@";13;1;1;5
nQoM5UApfL;10;1;0;3
xlce9;5;0;0;1
g6we0SySm4J;11;1;0;3
Obnr3gfn8;9;1;0;3
qqJgyXLB;8;1;0;3
]<C&o@=By4RvV6;14;1;1;5
Dl8Tlp6INNB;11;1;0;3
sXQoDHmiu;9;1;0;3
xQ>r2eNY%kr&1A.><e;18;1;1;5
DmWyovxW8l;10;1;0;3
mQwSUr7vrgx;11;1;0;3
Cj50tDtApj;10;1;0;3
lf64an;6;0;0;1
hjuv34b;7;0;0;1
"n;Q\`55`m?])[8H";15;1;1;5
3ldl;4;0;0;1
2tv2;4;0;0;1
dXy[Bn/?-dY^|q;14;1;1;5
3sytlc;6;0;0;1
k4rkrn;6;0;0;1
l348aj;6;0;0;1
I1l10Dsrm;9;1;0;3
ypwkl;5;0;0;1
0nurnh;6;0;0;1
$ee$Tqh3S|F,IA;14;1;1;5
p0z5;4;0;0;1
4a8bm10;7;0;0;1
6xurvKBAJ0;10;1;0;3
sefmr;5;0;0;1
RxaUDaRnuHs;11;1;0;3
NwLSTXP7;8;1;0;3
s7[.2Sr7LN0s|}obw;17;1;1;5
aq7iVb8ekJ;10;1;0;3
ga*K+8LfjDbuY$+n;16;1;1;5
zd)s?0TN,hz/*#1?qV;18;1;1;5
uWW8IUsoM;9;1;0;3
UxEQ9LhuX|_kjcG`;16;1;1;5
kb39x;5;0;0;1
Cd7doQfxaB;10;1;0;3
6k6m;4;0;0;1
dWs5nOjAk;9;1;0;3
9YgBHbQNdN;10;1;0;3
Ev3uFGC9n;9;1;0;3
@Vq40Il[x7a4xS^;15;1;1;5
qkhrxdKEnh;10;1;0;3
zdiwr;5;0;0;1
"W:w4vB;eB9&B";12;1;1;5
^o=VJ/FA+v9zx#\FJK;18;1;1;5
5QMs{iea}/MTVph;15;1;1;5
aZ9XmQPAdL;10;1;0;3
ArFEF9NXcWu;11;1;0;3
TEX4XO82aMU;11;1;0;3
lO3UUkr5;8;1;0;3
ect4;4;0;0;1
yDUqpfjVq;9;1;0;3
uzW2WsFknDC;11;1;0;3
USjCuQXPPD;10;1;0;3
hHkGQo75uoV;11;1;0;3
AxdQlEAQ;8;1;0;3
Bnapstdpp3;10;1;0;3
whcbx3c;7;0;0;1
At8S63Wp;8;1;0;3
DU{=ZYsbdFJ^H#%;15;1;1;5
sbez7v0;7;0;0;1
em45;4;0;0;1
OpeVereUTi;10;1;0;3
ajvm;4;0;0;1
"a""'4%3vcP%F7";12;1;1;5
gw9wug;6;0;0;1
GJVXqf.@#8jh:JQM;16;1;1;5
jicZQNK08;9;1;0;3
ig1a;4;0;0;1
2dwSXCNK;8;1;0;3
ur8764c;7;0;0;1
2tlj33;6;0;0;1
^}=5|=:@<%h0w;13;0;1;4
c5ctlx;6;0;0;1
jAnYyLnlyEQ;11;1;0;3
Uoj7mdYN;8;1;0;3
nPWok2yqWAN;11;1;0;3
7QNoHdgm;8;1;0;3
N9pzzfOPCu;10;1;0;3
8BCkBkdHGRG;11;1;0;3
34d35m;6;0;0;1
u}}e87Nm=}Kt%;13;1;1;5
"R)P?KV90$&;[::]sY";17;1;1;5
nXRA9b9haex;11;1;0;3
cuwgBsdGB;9;1;0;3
s9i6a7;6;0;0;1
ibjpHJMA;8;1;0;3
9cVuGsy7z;9;1;0;3
bdgi;4;0;0;1
o7znf3w;7;0;0;1
T0*9<u!Mq4N[GN1;15;1;1;5
sSPj6WO1Gv;10;1;0;3
OZTMWWxXn;9;1;0;3
0iDQFzUnXGf;11;1;0;3
usuc4;5;0;0;1
4DGINyxH;8;1;0;3
jugahmA5B;9;1;0;3
gvtef;5;0;0;1
oAGpeoVE3D;10;1;0;3
dhiplj7q;8;0;0;2
1JONlUG4t;9;1;0;3
Apm9oDOL6N;10;1;0;3
b6e0;4;0;0;1
fqlr;4;0;0;1
}J.:#D`$tIjsG;13;1;1;5
uthiiwk;7;0;0;1
S&KC4@3}bEb[Bw2;15;1;1;5
-V\($aIiQHS=m;13;1;1;5
ubd0cwn;7;0;0;1
~{:|y#jY!o{B;12;1;1;5
NPrY9WGbIp;10;1;0;3
p8cp;4;0;0;1
cj2p13o;7;0;0;1
fj9f80;6;0;0;1
6r29jz8;7;0;0;1
AjlJ<[vlchC};12;1;1;5
TfYrMRo3b;9;1;0;3
F4QOAIjW;8;1;0;3
45pyb9;6;0;0;1
TTVdbsvGF;9;1;0;3
o74wd;5;0;0;1
pRsEdIjWr1;10;1;0;3
"Vd4oA]0l':S4""";13;1;1;5
"PPK;bnL~H$bL";12;1;1;5
".,|/XV;$vIxr]n|R2";17;1;1;5
sjt4;4;0;0;1
"A;lag(_!a!OBkSXAK!";18;1;1;5
2CB07Nb6G1;10;1;0;3
uwca;4;0;0;1
HfyFIvshRze;11;1;0;3
ctM174pfc;9;1;0;3
kAkUEIPn;8;1;0;3
UZ3JyYe9iil;11;1;0;3
uv8wy2w;7;0;0;1
":./5NL=DmDc;-";13;1;1;5
1DAFFlFJ5R;10;1;0;3
):~k`R&}1gvm;12;1;1;5
RF4riTTDKw;10;1;0;3
EKB13UAGwV;10;1;0;3
3h4ezbx;7;0;0;1
1tmF4NCF;8;1;0;3
`YaBIRAo`C7h;12;1;1;5
cZckJDCe4hs;11;1;0;3
N@9={''3U*_^e$jT?;17;1;1;5
xL8gxROsD;9;1;0;3
"Ixn=2icl>R-;oG";14;1;1;5
1vgcvy0;7;0;0;1
"*sj02=5o""`Yrl}6pS^";18;1;1;5
wuchnRln;8;1;0;3
e4bg;4;0;0;1
LGsWdXWA9e;10;1;0;3
56gf;4;0;0;1
ZEuXSswJW;9;1;0;3
D7xNo33Jtq;10;1;0;3
"]4;H1?*Ble4<m"">y!G";18;1;1;5
"'t_G(F2WAfh$;";13;1;1;5
66a3l;5;0;0;1
bfwzg;5;0;0;1
dLXW4mnhdRA;11;1;0;3
8Nm>O2b9_YAO;12;1;1;5
n4uiav;6;0;0;1
ay6j2k5;7;0;0;1
d6XaMcL7WjN;11;1;0;3
6Rn+@%@/'&@ZI@;14;1;1;5
U21j7O85OR;10;1;0;3
S2iQuB5KewJ;11;1;0;3
bPZ4WSoRZ;9;1;0;3
0OCnyUSXA3;10;1;0;3
7wvxZ8bqiET;11;1;0;3
wEiy7lYv9;9;1;0;3
y5srz4;6;0;0;1
s=#InL^^jEk~G:K;15;1;1;5
p1mRxuFfCl;10;1;0;3
i4dg5p;6;0;0;1
ylgp3zc;7;0;0;1
"zQaGyn1^\""UNGoi";15;1;1;5
FxbVNq0fnUi;11;1;0;3
39oi26;6;0;0;1
u7mHM.kZfC@Ls;13;1;1;5
e3dLMMSZx;9;1;0;3
3etmi;5;0;0;1
079p00q;7;0;0;1
*E6HNrk0%CxhpgV;15;1;1;5
25e13o;6;0;0;1
sad56w;6;0;0;1
mr=&]f=p4RI.;12;1;1;5
d8kbhmg;7;0;0;1
eJk3Gfx2;8;1;0;3
uYnUU9Fv;8;1;0;3
EO3KopmTZBd;11;1;0;3
lJDHPYDEr;9;1;0;3
P6EHiuZExs;10;1;0;3
A'7|0b@PPZJKce6n|`;18;1;1;5
v+5cSIkN!ZMy;12;1;1;5
T97oFf9os;9;1;0;3
WqRejrb1HjA;11;1;0;3
EXgVyBTHdI;10;1;0;3
o8ffek1;7;0;0;1
rOj:Zjq}3l5R0Ek!;16;1;1;5
HBmPq489HKw;11;1;0;3
rUU)?co'd5IniTgx,;17;1;1;5
^Xq60IQQt1:+$[)2;16;1;1;5
_u56>_apd6ua:KD;15;1;1;5
n49ktz;6;0;0;1
OhEo9mgttH;10;1;0;3
&$#&s(fjyv3];12;0;1;4
kkgoTgVJ4OF;11;1;0;3
h0e16;5;0;0;1
Fo0U2bAORB1;11;1;0;3
"_D""7`E#8WCK@!vVxX[";18;1;1;5
f7oj4;5;0;0;1
yv80c3x;7;0;0;1
I[ED[A4#DSxj;12;1;1;5
udysuvt;7;0;0;1
s0K0PbE3;8;1;0;3
jeXaqxUzYU;10;1;0;3
DodvlsKa;8;1;0;3
ELn0CCzAcnN;11;1;0;3
lzwvu;5;0;0;1
Vk3D1FUe;8;1;0;3
bSRPcqMZ;8;1;0;3
gwvg56T6cs;10;1;0;3
g0xc72l;7;0;0;1
i5j0jfk;7;0;0;1
eb2cepy;7;0;0;1
r2gwi8w;7;0;0;1
.?{'QjU(`Jlx;12;1;1;5
G}}JFnZDfIoSaC;14;1;1;5
m4DQ4oYctu;10;1;0;3
O3UhiikZun;10;1;0;3
li7f4w9;7;0;0;1
.?OMU(pBTD~LakSpz;17;1;1;5
tzy8;4;0;0;1
YUk8pQoF;8;1;0;3
MwY{d[pi[/K`;12;1;1;5
at5j6h;6;0;0;1
";C%\z""h&$&_fE+}";15;1;1;5
wxcc5m;6;0;0;1
jjz1<C9MEI{Xw;13;1;1;5
X73QEgtdkdb;11;1;0;3
>$n@ectciO,co@*_~;17;1;1;5
MWTWRmINxw3;11;1;0;3
gvx5;4;0;0;1
9kvg;4;0;0;1
<WtYb`W{:fxJ{Ae6;16;1;1;5
5gnO1cNK;8;1;0;3
QmQ13A5DeG;10;1;0;3
"&Nx%8c;W]Bd,9&";14;1;1;5
b54ICOKNSr;10;1;0;3
hlk4x;5;0;0;1
E[6[5[ZKp/*oOur!X^;18;1;1;5
YQBCpjJZeLt;11;1;0;3
Q3/-AMVoXj`~;12;1;1;5
VGPdeVH2GdD;11;1;0;3
E6ak+tHejefq-Q3J;16;1;1;5
MBuAUiuw;8;1;0;3
1nxz;4;0;0;1
V7Yngyq1cg;10;1;0;3
l7c1h;5;0;0;1
nkittj;6;0;0;1
Mn40,)j.}a|\2:W0rC;18;1;1;5
05l85;5;0;0;1
xKoK7crljiH;11;1;0;3
zl52d4;6;0;0;1
"GmVB""NsM52;2zH5";15;1;1;5
yQhxsEKe;8;1;0;3
2r`DWqMCHPsR86G;15;1;1;5
"iThU#+|i!D:};";13;1;1;5
PYLavQ3Wfv;10;1;0;3
JEYOiCJR;8;1;0;3
WAYp3ao8O;9;1;0;3
#*%-ZY7a)_lA@u*f(';18;1;1;5
9h5h4w3;7;0;0;1
6wg0WlKP;8;1;0;3
vz48oed;7;0;0;1
6fiLv9GIs;9;1;0;3
"!)}J]c.lwKw8;y";14;1;1;5
m*6%?N^K~qxv/mW(a/;18;1;1;5
tlids4;6;0;0;1
OtNZCYAkGO6;11;1;0;3
ziyh;4;0;0;1
jkzMypqql;9;1;0;3
A[-f(bSElAu:6t&&D,;18;1;1;5
#zMF>DEI.D]/t3rcT?;18;1;1;5
bytxqc;6;0;0;1
ZOqz3b15TC;10;1;0;3
9kefj;5;0;0;1
b0jsvmo;7;0;0;1
rbp6;4;0;0;1
9s7j3;5;0;0;1
7wad5n;6;0;0;1
R68c78xrt;9;1;0;3
eOqU2xYm;8;1;0;3
auASOW6aKU;10;1;0;3
I6vMMCJD;8;1;0;3
VMcP`rItLNC>%,|N>;17;1;1;5
i2hMkeGYlR;10;1;0;3
8mewd8;6;0;0;1
qEcjaCyZHX;10;1;0;3
ks12x0;6;0;0;1
BiRMzePr;8;1;0;3
"dD0GOQ""cyc#L+ZG";15;1;1;5
c4ps81b;7;0;0;1
o791;4;0;0;1
9gaiD93o8pQ;11;1;0;3
n1aure6;7;0;0;1
hfEBIlnKV;9;1;0;3
Rq4aA4qHj;9;1;0;3
opisw;5;0;0;1
"""VQ<&bGc!sR^";12;1;1;5
flyk/EykMTu9~pHMi;17;1;1;5
"55yoRX`L;yLr";12;1;1;5
peb8UsNHT;9;1;0;3
(UqV$}L`/{CY;12;1;1;5
92jsMT9ya;9;1;0;3
v8PmFplCaip;11;1;0;3
|{Z\}}y\VQ,2\;13;1;1;5
mp4m0;5;0;0;1
PS:(s\Nr~gi?_;13;1;1;5
isRB6iYLi5T;11;1;0;3
:s'Vwyf}(^fCWA!DA;17;1;1;5
7xk1wyn;7;0;0;1
pq1g3mG1ivU;11;1;0;3
eQ3ZteuK;8;1;0;3
lJ(duw&{?7o|Fu$U/S;18;1;1;5
"a""tn&HDvZu>q4!j;gC";18;1;1;5
"?nT+SNvcR#z_|w2""";16;1;1;5
q2LSgbUTn;9;1;0;3
98cvb;5;0;0;1
thxm6sz;7;0;0;1
,`'#.4X?JcPQG;13;1;1;5
CG#.~c?}3T<Gv;13;1;1;5
9dq0JFVqzIz;11;1;0;3
9uy9gAtJe;9;1;0;3
kd0G3OPW;8;1;0;3
"33""tMHW@K9a`On]u`?";18;1;1;5
WvqSclYL5G;10;1;0;3
2iTXufIZI1n;11;1;0;3
WOb1IlTTd1;10;1;0;3
"%g9YmCu`""%!@Dx";14;1;1;5
hjrl65KfKea;11;1;0;3
z2C,_5wXnJncRa`1;16;1;1;5
0wfV20ZlZ;9;1;0;3
OoJGe2pqj;9;1;0;3
pp8gnv;6;0;0;1
E!]9+D$kNdUQs!;14;1;1;5
EDSK2dkQ9;9;1;0;3
nMN1lusJ;8;1;0;3
"2+&f|nb;-%*`m,O:x";17;1;1;5
1S0DBZA4eWl;11;1;0;3
souSOVq7xdC;11;1;0;3
8zh0g;5;0;0;1
ubahAyYAq10;11;1;0;3
gARaNzSvE9;10;1;0;3
nv2tltm;7;0;0;1
zhze28;6;0;0;1
"<2,=Q3;U3,EGV@";14;1;1;5
4xHTkb7q`7`=7a;14;1;1;5
3RgzUdW48;9;1;0;3
fupk;4;0;0;1
ruod3;5;0;0;1
9enmfe7;7;0;0;1
{|{?4phNS>rR)Cla;16;1;1;5
t0WNczyAu9;10;1;0;3
"D>?yE:W_goqFM4.""8";17;1;1;5
3\,VKwA(M/c'-ws;15;1;1;5
zxP54kGB3;9;1;0;3
IxgknhA6W;9;1;0;3
S@\jyAjH:W{k+;13;1;1;5
n1llb;5;0;0;1
XG5R92SsBB6;11;1;0;3
m}?j\1.tSLDA$q;14;1;1;5
7y4zva;6;0;0;1
XqnW7h3bN;9;1;0;3
]~')2(3ptT7$>{h;15;1;1;5
8wF3dexNQS;10;1;0;3
^L:=CFwe((*BI;13;1;1;5
?3l'NaVBf3^e'BK;15;1;1;5
MRY6Ao5b;8;1;0;3
dcf39;5;0;0;1
sx56kZV6;8;1;0;3
Gf>6+-w3}j_|=|2$t;17;1;1;5
U:6:zyX=0b$eq;13;1;1;5
fuJsg5StgQ;10;1;0;3
jai4r;5;0;0;1
3vrr2v;6;0;0;1
R^|?+Z/I<:9p@/-u,;17;1;1;5
fhijn8r;7;0;0;1
0ivtyWv7;8;1;0;3
97inv7UwXKV;11;1;0;3
"""[g5+tRhPojU";12;1;1;5
tmh9;4;0;0;1
uPhh{JNLF:#.]\>CB1;18;1;1;5
AHy@{*dUhXz$;12;1;1;5
dgkb;4;0;0;1
#zeN5v[qTmZa_G;14;1;1;5
a81l3;5;0;0;1
i05w;4;0;0;1
KEUZ5hmC;8;1;0;3
6kElqFuR2z;10;1;0;3
"$ZO6#I:5y]~I;hXYD";17;1;1;5
dq2vb;5;0;0;1
0n8n4h;6;0;0;1
yfkRJ5Ds;8;1;0;3
RNHhiE2DZ7;10;1;0;3
xvxqlmh;7;0;0;1
yozojE1NP;9;1;0;3
qo3cd3;6;0;0;1
CDYCZZIEfhz;11;1;0;3
BHzyVJ6a;8;1;0;3
v4qRsahTxo;10;1;0;3
WsYPQ5Rq3CA;11;1;0;3
I<Bd_2xz^YF|:N,;15;1;1;5
cS2cT9aIjE4;11;1;0;3
RdlsAzNYbqW;11;1;0;3
UP0OZuIxy;9;1;0;3
#Q]@:4X^kF/>L<~;15;1;1;5
~Eswed^KKm$.`<9Z6e;18;1;1;5
l1irw;5;0;0;1
eK03UgjemW;10;1;0;3
YuqIbqL4ax;10;1;0;3
hfS9CMb4pE;10;1;0;3
0/B@I{4#A7Q*5;13;1;1;5
oygygd;6;0;0;1
Sr!CyqHiVl>06(^q}h;18;1;1;5
piq1;4;0;0;1
?im~#l?n1}068Ph;15;1;1;5
cxozUQ?&}\p4;12;1;1;5
pBjeCLnKa7;10;1;0;3
idxjew;6;0;0;1
bqghBxpIDh;10;1;0;3
on9bq;5;0;0;1
"');YXnzn,\%h#pl)M~";18;1;1;5
oseeP6g0H5;10;1;0;3
xnqezm;6;0;0;1
939mF1Txs;9;1;0;3
"ynLsg""`w0""L51036";16;1;1;5
ZuVeoj2zcfW;11;1;0;3
hTz2NN00ds;10;1;0;3
zbUpYpQcnqr;11;1;0;3
4s25i2;6;0;0;1
bt0wmv;6;0;0;1
g82F^r5tO3jqqwt*p;17;1;1;5
txdDehLf6;9;1;0;3
:qvCiLzZBkt4@L;14;1;1;5
grcgj9b;7;0;0;1
6AjHYwEC;8;1;0;3
9z1hwl;6;0;0;1
c7nlym;6;0;0;1
";}!ja/<KFXQT]";13;1;1;5
MIigGycdRBz;11;1;0;3
R8r3uABe;8;1;0;3
mYKE26SV;8;1;0;3
2fcho73;7;0;0;1
4wd7f;5;0;0;1
q78y;4;0;0;1
EBk1dyN-00w'^I;14;1;1;5
}MiRJj8yW,Nu0ua)C;17;1;1;5
bt38iup;7;0;0;1
"KGSJ;b5(Kr*m";12;1;1;5
z6qpckl;7;0;0;1
":i_B}I""|jlZ%";12;1;1;5
4768;4;0;0;1
rrmm7;5;0;0;1
ptGJE+7j<'YsjS{;15;1;1;5
3wju3ym;7;0;0;1
gS5JzDmVWo;10;1;0;3
qke2VfnT;8;1;0;3
ZIybCPfHwRb;11;1;0;3
!K~t|\ztke\4-$;14;1;1;5
bggcsq6;7;0;0;1
$JHOu5owo-/:D*6{;16;1;1;5
8mqDra9x;8;1;0;3
H7nGbXBj9hQ;11;1;0;3
h4gv9i;6;0;0;1
tdimf7p;7;0;0;1
At0Ey4yoMI;10;1;0;3
twjq3V0PM0a;11;1;0;3
5wVWdELGMEm;11;1;0;3
0g73tz;6;0;0;1
rgsoc;5;0;0;1
QD}9o'kd@%QN/C.Y~;17;1;1;5
sw9bj8v;7;0;0;1
BDhFEoSw;8;1;0;3
e7nUT0n{#9~@D+p;15;1;1;5
S4olXxGJMk;10;1;0;3
z6ye1Z9ARW;10;1;0;3
ofkzNwK0q2;10;1;0;3
9Q36QM1S;8;1;0;3
nlndk;5;0;0;1
krdTvX_4GgAwdRA;15;1;1;5
HCdcPl7G;8;1;0;3
3er3;4;0;0;1
0Y7wyIdJDWS;11;1;0;3
"/_#qi,93ihRd;*%D";16;1;1;5
UhuuAPNzGF;10;1;0;3
2cxhq;5;0;0;1
\)uxJC6Kk?i$hBkZ;16;1;1;5
R6skJJYSX;9;1;0;3
W[{FT=I5M+h[M/U;15;1;1;5
hKFiBlYmTO;10;1;0;3
7azwgz9VyB;10;1;0;3
ac4QD39W;8;1;0;3
3ckslw3;7;0;0;1
"z:s(co2Y""p>_ER";14;1;1;5
zaxoCTxX;8;1;0;3
MeBId6NhBde;11;1;0;3
@P[aEHUAKz0\*kf4.;17;1;1;5
Nb60B7vBTRJ;11;1;0;3
88fr;4;0;0;1
8kLf6M_t4QZ[#}o;15;1;1;5
r6m0;4;0;0;1
7gNp<%,OMmN}-y8}z;17;1;1;5
ytae6;5;0;0;1
EQEXo0iRv+'0EUzH;16;1;1;5
f6gQFzKZ;8;1;0;3
mnbze;5;0;0;1
JZ2QCV8Q;8;1;0;3
NKepkw6lPtW;11;1;0;3
CeC4QyZa;8;1;0;3
2vWb1Ijgg35;11;1;0;3
MahF4QdIZY;10;1;0;3
srX5wMO9aH;10;1;0;3
"lf&;qJ?/\D6T`}tIGY";18;1;1;5
yxjb;4;0;0;1
y19w2Ra2Yy0;11;1;0;3
kxti;4;0;0;1
